datadate,tic,conm,ajexdi,prccd
20110629,UTX,UNITED TECHNOLOGIES CORP,1,86.47
20110630,UTX,UNITED TECHNOLOGIES CORP,1,88.51
20110701,UTX,UNITED TECHNOLOGIES CORP,1,90.13
20110705,UTX,UNITED TECHNOLOGIES CORP,1,89.51
20110706,UTX,UNITED TECHNOLOGIES CORP,1,90.42
20110707,UTX,UNITED TECHNOLOGIES CORP,1,91.39
20110708,UTX,UNITED TECHNOLOGIES CORP,1,90.35
20110711,UTX,UNITED TECHNOLOGIES CORP,1,89.13
20110712,UTX,UNITED TECHNOLOGIES CORP,1,88.46
20110713,UTX,UNITED TECHNOLOGIES CORP,1,88.17
20110714,UTX,UNITED TECHNOLOGIES CORP,1,87.82
20110715,UTX,UNITED TECHNOLOGIES CORP,1,88.32
20110718,UTX,UNITED TECHNOLOGIES CORP,1,87.62
20110719,UTX,UNITED TECHNOLOGIES CORP,1,88.82
20110720,UTX,UNITED TECHNOLOGIES CORP,1,87.22
20110721,UTX,UNITED TECHNOLOGIES CORP,1,88.21
20110722,UTX,UNITED TECHNOLOGIES CORP,1,87.7
20110725,UTX,UNITED TECHNOLOGIES CORP,1,87.32
20110726,UTX,UNITED TECHNOLOGIES CORP,1,86.18
20110727,UTX,UNITED TECHNOLOGIES CORP,1,83.74
20110728,UTX,UNITED TECHNOLOGIES CORP,1,82.92
20110729,UTX,UNITED TECHNOLOGIES CORP,1,82.84
20110801,UTX,UNITED TECHNOLOGIES CORP,1,82.34
20110802,UTX,UNITED TECHNOLOGIES CORP,1,78.93
20110803,UTX,UNITED TECHNOLOGIES CORP,1,79.31
20110804,UTX,UNITED TECHNOLOGIES CORP,1,74.37
20110805,UTX,UNITED TECHNOLOGIES CORP,1,74.14
20110808,UTX,UNITED TECHNOLOGIES CORP,1,69.74
20110809,UTX,UNITED TECHNOLOGIES CORP,1,71.57
20110810,UTX,UNITED TECHNOLOGIES CORP,1,67.44
20110811,UTX,UNITED TECHNOLOGIES CORP,1,69.74
20110812,UTX,UNITED TECHNOLOGIES CORP,1,72.45
20110815,UTX,UNITED TECHNOLOGIES CORP,1,73.54
20110816,UTX,UNITED TECHNOLOGIES CORP,1,72.55
20110817,UTX,UNITED TECHNOLOGIES CORP,1,72.05
20110818,UTX,UNITED TECHNOLOGIES CORP,1,68.12
20110819,UTX,UNITED TECHNOLOGIES CORP,1,67.45
20110822,UTX,UNITED TECHNOLOGIES CORP,1,67.68
20110823,UTX,UNITED TECHNOLOGIES CORP,1,69.93
20110824,UTX,UNITED TECHNOLOGIES CORP,1,71.41
20110825,UTX,UNITED TECHNOLOGIES CORP,1,70.75
20110826,UTX,UNITED TECHNOLOGIES CORP,1,71.56
20110829,UTX,UNITED TECHNOLOGIES CORP,1,73.87
20110830,UTX,UNITED TECHNOLOGIES CORP,1,73.76
20110831,UTX,UNITED TECHNOLOGIES CORP,1,74.25
20110901,UTX,UNITED TECHNOLOGIES CORP,1,73.05
20110902,UTX,UNITED TECHNOLOGIES CORP,1,71.04
20110906,UTX,UNITED TECHNOLOGIES CORP,1,70.5
20110907,UTX,UNITED TECHNOLOGIES CORP,1,72.96
20110908,UTX,UNITED TECHNOLOGIES CORP,1,72.63
20110909,UTX,UNITED TECHNOLOGIES CORP,1,70.53
20110912,UTX,UNITED TECHNOLOGIES CORP,1,71.13
20110913,UTX,UNITED TECHNOLOGIES CORP,1,72.45
20110914,UTX,UNITED TECHNOLOGIES CORP,1,73.68
20110915,UTX,UNITED TECHNOLOGIES CORP,1,75.61
20110916,UTX,UNITED TECHNOLOGIES CORP,1,75.5
20110919,UTX,UNITED TECHNOLOGIES CORP,1,75.55
20110920,UTX,UNITED TECHNOLOGIES CORP,1,76.01
20110921,UTX,UNITED TECHNOLOGIES CORP,1,74.87
20110922,UTX,UNITED TECHNOLOGIES CORP,1,68.31
20110923,UTX,UNITED TECHNOLOGIES CORP,1,68.92
20110926,UTX,UNITED TECHNOLOGIES CORP,1,71.55
20110927,UTX,UNITED TECHNOLOGIES CORP,1,73.15
20110928,UTX,UNITED TECHNOLOGIES CORP,1,71.85
20110929,UTX,UNITED TECHNOLOGIES CORP,1,72.42
20110930,UTX,UNITED TECHNOLOGIES CORP,1,70.36
20111003,UTX,UNITED TECHNOLOGIES CORP,1,69.36
20111004,UTX,UNITED TECHNOLOGIES CORP,1,69.54
20111005,UTX,UNITED TECHNOLOGIES CORP,1,69.61
20111006,UTX,UNITED TECHNOLOGIES CORP,1,70.98
20111007,UTX,UNITED TECHNOLOGIES CORP,1,71.46
20111010,UTX,UNITED TECHNOLOGIES CORP,1,73.75
20111011,UTX,UNITED TECHNOLOGIES CORP,1,73.74
20111012,UTX,UNITED TECHNOLOGIES CORP,1,74.24
20111013,UTX,UNITED TECHNOLOGIES CORP,1,73.54
20111014,UTX,UNITED TECHNOLOGIES CORP,1,74.64
20111017,UTX,UNITED TECHNOLOGIES CORP,1,72.12
20111018,UTX,UNITED TECHNOLOGIES CORP,1,74.12
20111019,UTX,UNITED TECHNOLOGIES CORP,1,73.26
20111020,UTX,UNITED TECHNOLOGIES CORP,1,74.25
20111021,UTX,UNITED TECHNOLOGIES CORP,1,75.56
20111024,UTX,UNITED TECHNOLOGIES CORP,1,76.65
20111025,UTX,UNITED TECHNOLOGIES CORP,1,75.28
20111026,UTX,UNITED TECHNOLOGIES CORP,1,76.06
20111027,UTX,UNITED TECHNOLOGIES CORP,1,79.3
20111028,UTX,UNITED TECHNOLOGIES CORP,1,79.51
20111031,UTX,UNITED TECHNOLOGIES CORP,1,77.98
20111101,UTX,UNITED TECHNOLOGIES CORP,1,75.19
20111102,UTX,UNITED TECHNOLOGIES CORP,1,76.91
20111103,UTX,UNITED TECHNOLOGIES CORP,1,78.44
20111104,UTX,UNITED TECHNOLOGIES CORP,1,77.8
20111107,UTX,UNITED TECHNOLOGIES CORP,1,78.34
20111108,UTX,UNITED TECHNOLOGIES CORP,1,78.87
20111109,UTX,UNITED TECHNOLOGIES CORP,1,76.44
20111110,UTX,UNITED TECHNOLOGIES CORP,1,77.47
20111111,UTX,UNITED TECHNOLOGIES CORP,1,79.83
20111114,UTX,UNITED TECHNOLOGIES CORP,1,79.05
20111115,UTX,UNITED TECHNOLOGIES CORP,1,79.33
20111116,UTX,UNITED TECHNOLOGIES CORP,1,77.45
20111117,UTX,UNITED TECHNOLOGIES CORP,1,75.69
20111118,UTX,UNITED TECHNOLOGIES CORP,1,76.11
20111121,UTX,UNITED TECHNOLOGIES CORP,1,74.07
20111122,UTX,UNITED TECHNOLOGIES CORP,1,73.05
20111123,UTX,UNITED TECHNOLOGIES CORP,1,70.97
20111125,UTX,UNITED TECHNOLOGIES CORP,1,71.04
20111128,UTX,UNITED TECHNOLOGIES CORP,1,73.14
20111129,UTX,UNITED TECHNOLOGIES CORP,1,72.98
20111130,UTX,UNITED TECHNOLOGIES CORP,1,76.6
20111201,UTX,UNITED TECHNOLOGIES CORP,1,76.58
20111202,UTX,UNITED TECHNOLOGIES CORP,1,76.54
20111205,UTX,UNITED TECHNOLOGIES CORP,1,76.64
20111206,UTX,UNITED TECHNOLOGIES CORP,1,76.31
20111207,UTX,UNITED TECHNOLOGIES CORP,1,76.25
20111208,UTX,UNITED TECHNOLOGIES CORP,1,74.37
20111209,UTX,UNITED TECHNOLOGIES CORP,1,76.31
20111212,UTX,UNITED TECHNOLOGIES CORP,1,74.48
20111213,UTX,UNITED TECHNOLOGIES CORP,1,74.2
20111214,UTX,UNITED TECHNOLOGIES CORP,1,73.17
20111215,UTX,UNITED TECHNOLOGIES CORP,1,73.53
20111216,UTX,UNITED TECHNOLOGIES CORP,1,72.39
20111219,UTX,UNITED TECHNOLOGIES CORP,1,71.75
20111220,UTX,UNITED TECHNOLOGIES CORP,1,74.4
20111221,UTX,UNITED TECHNOLOGIES CORP,1,73.62
20111222,UTX,UNITED TECHNOLOGIES CORP,1,73.51
20111223,UTX,UNITED TECHNOLOGIES CORP,1,74.18
20111227,UTX,UNITED TECHNOLOGIES CORP,1,74.03
20111228,UTX,UNITED TECHNOLOGIES CORP,1,73.13
20111229,UTX,UNITED TECHNOLOGIES CORP,1,73.82
20111230,UTX,UNITED TECHNOLOGIES CORP,1,73.09
20120103,UTX,UNITED TECHNOLOGIES CORP,1,74.66
20120104,UTX,UNITED TECHNOLOGIES CORP,1,75.05
20120105,UTX,UNITED TECHNOLOGIES CORP,1,74.33
20120106,UTX,UNITED TECHNOLOGIES CORP,1,73.9
20120109,UTX,UNITED TECHNOLOGIES CORP,1,74.1
20120110,UTX,UNITED TECHNOLOGIES CORP,1,76.03
20120111,UTX,UNITED TECHNOLOGIES CORP,1,76.7
20120112,UTX,UNITED TECHNOLOGIES CORP,1,77.24
20120113,UTX,UNITED TECHNOLOGIES CORP,1,76.08
20120117,UTX,UNITED TECHNOLOGIES CORP,1,77.04
20120118,UTX,UNITED TECHNOLOGIES CORP,1,77.6
20120119,UTX,UNITED TECHNOLOGIES CORP,1,77.19
20120120,UTX,UNITED TECHNOLOGIES CORP,1,76.69
20120123,UTX,UNITED TECHNOLOGIES CORP,1,76.86
20120124,UTX,UNITED TECHNOLOGIES CORP,1,77.78
20120125,UTX,UNITED TECHNOLOGIES CORP,1,77.65
20120126,UTX,UNITED TECHNOLOGIES CORP,1,77.41
20120127,UTX,UNITED TECHNOLOGIES CORP,1,77.62
20120130,UTX,UNITED TECHNOLOGIES CORP,1,77.61
20120131,UTX,UNITED TECHNOLOGIES CORP,1,78.35
20120201,UTX,UNITED TECHNOLOGIES CORP,1,80.22
20120202,UTX,UNITED TECHNOLOGIES CORP,1,80.02
20120203,UTX,UNITED TECHNOLOGIES CORP,1,81.05
20120206,UTX,UNITED TECHNOLOGIES CORP,1,80.57
20120207,UTX,UNITED TECHNOLOGIES CORP,1,80.28
20120208,UTX,UNITED TECHNOLOGIES CORP,1,81.74
20120209,UTX,UNITED TECHNOLOGIES CORP,1,83.78
20120210,UTX,UNITED TECHNOLOGIES CORP,1,83.5
20120213,UTX,UNITED TECHNOLOGIES CORP,1,84.88
20120214,UTX,UNITED TECHNOLOGIES CORP,1,84.64
20120215,UTX,UNITED TECHNOLOGIES CORP,1,82.6
20120216,UTX,UNITED TECHNOLOGIES CORP,1,83.22
20120217,UTX,UNITED TECHNOLOGIES CORP,1,83.78
20120221,UTX,UNITED TECHNOLOGIES CORP,1,83.96
20120222,UTX,UNITED TECHNOLOGIES CORP,1,83.95
20120223,UTX,UNITED TECHNOLOGIES CORP,1,83.49
20120224,UTX,UNITED TECHNOLOGIES CORP,1,83.97
20120227,UTX,UNITED TECHNOLOGIES CORP,1,83.63
20120228,UTX,UNITED TECHNOLOGIES CORP,1,83.47
20120229,UTX,UNITED TECHNOLOGIES CORP,1,83.87
20120301,UTX,UNITED TECHNOLOGIES CORP,1,84.16
20120302,UTX,UNITED TECHNOLOGIES CORP,1,84.54
20120305,UTX,UNITED TECHNOLOGIES CORP,1,83.29
20120306,UTX,UNITED TECHNOLOGIES CORP,1,81.39
20120307,UTX,UNITED TECHNOLOGIES CORP,1,82.57
20120308,UTX,UNITED TECHNOLOGIES CORP,1,83.53
20120309,UTX,UNITED TECHNOLOGIES CORP,1,83.55
20120312,UTX,UNITED TECHNOLOGIES CORP,1,83.99
20120313,UTX,UNITED TECHNOLOGIES CORP,1,86.57
20120314,UTX,UNITED TECHNOLOGIES CORP,1,86.81
20120315,UTX,UNITED TECHNOLOGIES CORP,1,86.89
20120316,UTX,UNITED TECHNOLOGIES CORP,1,85.48
20120319,UTX,UNITED TECHNOLOGIES CORP,1,84.62
20120320,UTX,UNITED TECHNOLOGIES CORP,1,83.26
20120321,UTX,UNITED TECHNOLOGIES CORP,1,82.72
20120322,UTX,UNITED TECHNOLOGIES CORP,1,82.07
20120323,UTX,UNITED TECHNOLOGIES CORP,1,81.8
20120326,UTX,UNITED TECHNOLOGIES CORP,1,83.5
20120327,UTX,UNITED TECHNOLOGIES CORP,1,83.11
20120328,UTX,UNITED TECHNOLOGIES CORP,1,81.52
20120329,UTX,UNITED TECHNOLOGIES CORP,1,82.32
20120330,UTX,UNITED TECHNOLOGIES CORP,1,82.94
20120402,UTX,UNITED TECHNOLOGIES CORP,1,82.73
20120403,UTX,UNITED TECHNOLOGIES CORP,1,82.2
20120404,UTX,UNITED TECHNOLOGIES CORP,1,81.92
20120405,UTX,UNITED TECHNOLOGIES CORP,1,81.6
20120409,UTX,UNITED TECHNOLOGIES CORP,1,80.23
20120410,UTX,UNITED TECHNOLOGIES CORP,1,78.48
20120411,UTX,UNITED TECHNOLOGIES CORP,1,79.63
20120412,UTX,UNITED TECHNOLOGIES CORP,1,81.17
20120413,UTX,UNITED TECHNOLOGIES CORP,1,79.8
20120416,UTX,UNITED TECHNOLOGIES CORP,1,79.88
20120417,UTX,UNITED TECHNOLOGIES CORP,1,81.24
20120418,UTX,UNITED TECHNOLOGIES CORP,1,81.2
20120419,UTX,UNITED TECHNOLOGIES CORP,1,80.4
20120420,UTX,UNITED TECHNOLOGIES CORP,1,81
20120423,UTX,UNITED TECHNOLOGIES CORP,1,79.75
20120424,UTX,UNITED TECHNOLOGIES CORP,1,79.85
20120425,UTX,UNITED TECHNOLOGIES CORP,1,79.81
20120426,UTX,UNITED TECHNOLOGIES CORP,1,81.25
20120427,UTX,UNITED TECHNOLOGIES CORP,1,82
20120430,UTX,UNITED TECHNOLOGIES CORP,1,81.64
20120501,UTX,UNITED TECHNOLOGIES CORP,1,81.43
20120502,UTX,UNITED TECHNOLOGIES CORP,1,81.55
20120503,UTX,UNITED TECHNOLOGIES CORP,1,80.91
20120504,UTX,UNITED TECHNOLOGIES CORP,1,79.48
20120507,UTX,UNITED TECHNOLOGIES CORP,1,78.91
20120508,UTX,UNITED TECHNOLOGIES CORP,1,78.82
20120509,UTX,UNITED TECHNOLOGIES CORP,1,77.01
20120510,UTX,UNITED TECHNOLOGIES CORP,1,77.29
20120511,UTX,UNITED TECHNOLOGIES CORP,1,77.18
20120514,UTX,UNITED TECHNOLOGIES CORP,1,75.95
20120515,UTX,UNITED TECHNOLOGIES CORP,1,76.17
20120516,UTX,UNITED TECHNOLOGIES CORP,1,74.7
20120517,UTX,UNITED TECHNOLOGIES CORP,1,73.33
20120518,UTX,UNITED TECHNOLOGIES CORP,1,72.38
20120521,UTX,UNITED TECHNOLOGIES CORP,1,73.7
20120522,UTX,UNITED TECHNOLOGIES CORP,1,73.94
20120523,UTX,UNITED TECHNOLOGIES CORP,1,74.06
20120524,UTX,UNITED TECHNOLOGIES CORP,1,73.5
20120525,UTX,UNITED TECHNOLOGIES CORP,1,73.02
20120529,UTX,UNITED TECHNOLOGIES CORP,1,75.09
20120530,UTX,UNITED TECHNOLOGIES CORP,1,73.74
20120531,UTX,UNITED TECHNOLOGIES CORP,1,74.11
20120601,UTX,UNITED TECHNOLOGIES CORP,1,72.02
20120604,UTX,UNITED TECHNOLOGIES CORP,1,71.45
20120605,UTX,UNITED TECHNOLOGIES CORP,1,70.88
20120606,UTX,UNITED TECHNOLOGIES CORP,1,73.64
20120607,UTX,UNITED TECHNOLOGIES CORP,1,75.4
20120608,UTX,UNITED TECHNOLOGIES CORP,1,75.5
20120611,UTX,UNITED TECHNOLOGIES CORP,1,74.62
20120612,UTX,UNITED TECHNOLOGIES CORP,1,74.35
20120613,UTX,UNITED TECHNOLOGIES CORP,1,73.54
20120614,UTX,UNITED TECHNOLOGIES CORP,1,74.14
20120615,UTX,UNITED TECHNOLOGIES CORP,1,74.49
20120618,UTX,UNITED TECHNOLOGIES CORP,1,75
20120619,UTX,UNITED TECHNOLOGIES CORP,1,76.4
20120620,UTX,UNITED TECHNOLOGIES CORP,1,75.91
20120621,UTX,UNITED TECHNOLOGIES CORP,1,74.82
20120622,UTX,UNITED TECHNOLOGIES CORP,1,75.2
20120625,UTX,UNITED TECHNOLOGIES CORP,1,73.75
20120626,UTX,UNITED TECHNOLOGIES CORP,1,73.63
20120627,UTX,UNITED TECHNOLOGIES CORP,1,74.16
20120628,UTX,UNITED TECHNOLOGIES CORP,1,72.6
20120629,UTX,UNITED TECHNOLOGIES CORP,1,75.53
20120702,UTX,UNITED TECHNOLOGIES CORP,1,75.04
20120703,UTX,UNITED TECHNOLOGIES CORP,1,75.75
20120705,UTX,UNITED TECHNOLOGIES CORP,1,75.39
20120706,UTX,UNITED TECHNOLOGIES CORP,1,74.09
20120709,UTX,UNITED TECHNOLOGIES CORP,1,74.33
20120710,UTX,UNITED TECHNOLOGIES CORP,1,74.15
20120711,UTX,UNITED TECHNOLOGIES CORP,1,72.51
20120712,UTX,UNITED TECHNOLOGIES CORP,1,71.84
20120713,UTX,UNITED TECHNOLOGIES CORP,1,73.59
20120716,UTX,UNITED TECHNOLOGIES CORP,1,73.21
20120717,UTX,UNITED TECHNOLOGIES CORP,1,73.6
20120718,UTX,UNITED TECHNOLOGIES CORP,1,74.85
20120719,UTX,UNITED TECHNOLOGIES CORP,1,75.82
20120720,UTX,UNITED TECHNOLOGIES CORP,1,74.23
20120723,UTX,UNITED TECHNOLOGIES CORP,1,73.28
20120724,UTX,UNITED TECHNOLOGIES CORP,1,71.94
20120725,UTX,UNITED TECHNOLOGIES CORP,1,72.61
20120726,UTX,UNITED TECHNOLOGIES CORP,1,72.93
20120727,UTX,UNITED TECHNOLOGIES CORP,1,74.28
20120730,UTX,UNITED TECHNOLOGIES CORP,1,74.97
20120731,UTX,UNITED TECHNOLOGIES CORP,1,74.44
20120801,UTX,UNITED TECHNOLOGIES CORP,1,74.79
20120802,UTX,UNITED TECHNOLOGIES CORP,1,74.44
20120803,UTX,UNITED TECHNOLOGIES CORP,1,76.81
20120806,UTX,UNITED TECHNOLOGIES CORP,1,76.65
20120807,UTX,UNITED TECHNOLOGIES CORP,1,78.12
20120808,UTX,UNITED TECHNOLOGIES CORP,1,77.48
20120809,UTX,UNITED TECHNOLOGIES CORP,1,77.03
20120810,UTX,UNITED TECHNOLOGIES CORP,1,77.89
20120813,UTX,UNITED TECHNOLOGIES CORP,1,77.47
20120814,UTX,UNITED TECHNOLOGIES CORP,1,77.78
20120815,UTX,UNITED TECHNOLOGIES CORP,1,77.99
20120816,UTX,UNITED TECHNOLOGIES CORP,1,78.77
20120817,UTX,UNITED TECHNOLOGIES CORP,1,80.37
20120820,UTX,UNITED TECHNOLOGIES CORP,1,80.08
20120821,UTX,UNITED TECHNOLOGIES CORP,1,79.27
20120822,UTX,UNITED TECHNOLOGIES CORP,1,79.66
20120823,UTX,UNITED TECHNOLOGIES CORP,1,79.2
20120824,UTX,UNITED TECHNOLOGIES CORP,1,80.08
20120827,UTX,UNITED TECHNOLOGIES CORP,1,80.56
20120828,UTX,UNITED TECHNOLOGIES CORP,1,80.64
20120829,UTX,UNITED TECHNOLOGIES CORP,1,80.17
20120830,UTX,UNITED TECHNOLOGIES CORP,1,79.06
20120831,UTX,UNITED TECHNOLOGIES CORP,1,79.85
20120904,UTX,UNITED TECHNOLOGIES CORP,1,78.35
20120905,UTX,UNITED TECHNOLOGIES CORP,1,78.03
20120906,UTX,UNITED TECHNOLOGIES CORP,1,79.4
20120907,UTX,UNITED TECHNOLOGIES CORP,1,79.41
20120910,UTX,UNITED TECHNOLOGIES CORP,1,78.61
20120911,UTX,UNITED TECHNOLOGIES CORP,1,78.76
20120912,UTX,UNITED TECHNOLOGIES CORP,1,78.83
20120913,UTX,UNITED TECHNOLOGIES CORP,1,80.53
20120914,UTX,UNITED TECHNOLOGIES CORP,1,82.45
20120917,UTX,UNITED TECHNOLOGIES CORP,1,82.15
20120918,UTX,UNITED TECHNOLOGIES CORP,1,81.48
20120919,UTX,UNITED TECHNOLOGIES CORP,1,81.72
20120920,UTX,UNITED TECHNOLOGIES CORP,1,80.92
20120921,UTX,UNITED TECHNOLOGIES CORP,1,80.75
20120924,UTX,UNITED TECHNOLOGIES CORP,1,80.03
20120925,UTX,UNITED TECHNOLOGIES CORP,1,78.77
20120926,UTX,UNITED TECHNOLOGIES CORP,1,78.53
20120927,UTX,UNITED TECHNOLOGIES CORP,1,78.35
20120928,UTX,UNITED TECHNOLOGIES CORP,1,78.29
20121001,UTX,UNITED TECHNOLOGIES CORP,1,78.35
20121002,UTX,UNITED TECHNOLOGIES CORP,1,78.39
20121003,UTX,UNITED TECHNOLOGIES CORP,1,78.56
20121004,UTX,UNITED TECHNOLOGIES CORP,1,78.53
20121005,UTX,UNITED TECHNOLOGIES CORP,1,78.51
20121008,UTX,UNITED TECHNOLOGIES CORP,1,78.37
20121009,UTX,UNITED TECHNOLOGIES CORP,1,77.33
20121010,UTX,UNITED TECHNOLOGIES CORP,1,76.02
20121011,UTX,UNITED TECHNOLOGIES CORP,1,76.05
20121012,UTX,UNITED TECHNOLOGIES CORP,1,75.96
20121015,UTX,UNITED TECHNOLOGIES CORP,1,76.15
20121016,UTX,UNITED TECHNOLOGIES CORP,1,77.6
20121017,UTX,UNITED TECHNOLOGIES CORP,1,78.54
20121018,UTX,UNITED TECHNOLOGIES CORP,1,79.23
20121019,UTX,UNITED TECHNOLOGIES CORP,1,77.99
20121022,UTX,UNITED TECHNOLOGIES CORP,1,77.83
20121023,UTX,UNITED TECHNOLOGIES CORP,1,77.07
20121024,UTX,UNITED TECHNOLOGIES CORP,1,77.9
20121025,UTX,UNITED TECHNOLOGIES CORP,1,77.29
20121026,UTX,UNITED TECHNOLOGIES CORP,1,78.2
20121031,UTX,UNITED TECHNOLOGIES CORP,1,78.16
20121101,UTX,UNITED TECHNOLOGIES CORP,1,79.06
20121102,UTX,UNITED TECHNOLOGIES CORP,1,78.07
20121105,UTX,UNITED TECHNOLOGIES CORP,1,77.9
20121106,UTX,UNITED TECHNOLOGIES CORP,1,79.97
20121107,UTX,UNITED TECHNOLOGIES CORP,1,77.68
20121108,UTX,UNITED TECHNOLOGIES CORP,1,76.16
20121109,UTX,UNITED TECHNOLOGIES CORP,1,75.84
20121112,UTX,UNITED TECHNOLOGIES CORP,1,76.95
20121113,UTX,UNITED TECHNOLOGIES CORP,1,77
20121114,UTX,UNITED TECHNOLOGIES CORP,1,74.65
20121115,UTX,UNITED TECHNOLOGIES CORP,1,74.84
20121116,UTX,UNITED TECHNOLOGIES CORP,1,75.25
20121119,UTX,UNITED TECHNOLOGIES CORP,1,76.58
20121120,UTX,UNITED TECHNOLOGIES CORP,1,76.69
20121121,UTX,UNITED TECHNOLOGIES CORP,1,77.33
20121123,UTX,UNITED TECHNOLOGIES CORP,1,78.61
20121126,UTX,UNITED TECHNOLOGIES CORP,1,78.68
20121127,UTX,UNITED TECHNOLOGIES CORP,1,78.83
20121128,UTX,UNITED TECHNOLOGIES CORP,1,79.8
20121129,UTX,UNITED TECHNOLOGIES CORP,1,79.76
20121130,UTX,UNITED TECHNOLOGIES CORP,1,80.11
20121203,UTX,UNITED TECHNOLOGIES CORP,1,79.8
20121204,UTX,UNITED TECHNOLOGIES CORP,1,80.14
20121205,UTX,UNITED TECHNOLOGIES CORP,1,80.23
20121206,UTX,UNITED TECHNOLOGIES CORP,1,80.87
20121207,UTX,UNITED TECHNOLOGIES CORP,1,80.99
20121210,UTX,UNITED TECHNOLOGIES CORP,1,81.01
20121211,UTX,UNITED TECHNOLOGIES CORP,1,81.19
20121212,UTX,UNITED TECHNOLOGIES CORP,1,81
20121213,UTX,UNITED TECHNOLOGIES CORP,1,80.37
20121214,UTX,UNITED TECHNOLOGIES CORP,1,79.98
20121217,UTX,UNITED TECHNOLOGIES CORP,1,79.99
20121218,UTX,UNITED TECHNOLOGIES CORP,1,82.23
20121219,UTX,UNITED TECHNOLOGIES CORP,1,83.03
20121220,UTX,UNITED TECHNOLOGIES CORP,1,83.17
20121221,UTX,UNITED TECHNOLOGIES CORP,1,82.54
20121224,UTX,UNITED TECHNOLOGIES CORP,1,82.24
20121226,UTX,UNITED TECHNOLOGIES CORP,1,82.11
20121227,UTX,UNITED TECHNOLOGIES CORP,1,82.07
20121228,UTX,UNITED TECHNOLOGIES CORP,1,80.81
20121231,UTX,UNITED TECHNOLOGIES CORP,1,82.01
20130102,UTX,UNITED TECHNOLOGIES CORP,1,84
20130103,UTX,UNITED TECHNOLOGIES CORP,1,84.31
20130104,UTX,UNITED TECHNOLOGIES CORP,1,84.98
20130107,UTX,UNITED TECHNOLOGIES CORP,1,84.57
20130108,UTX,UNITED TECHNOLOGIES CORP,1,83.55
20130109,UTX,UNITED TECHNOLOGIES CORP,1,84.55
20130110,UTX,UNITED TECHNOLOGIES CORP,1,84.97
20130111,UTX,UNITED TECHNOLOGIES CORP,1,85.18
20130114,UTX,UNITED TECHNOLOGIES CORP,1,85.8
20130115,UTX,UNITED TECHNOLOGIES CORP,1,85.96
20130116,UTX,UNITED TECHNOLOGIES CORP,1,85.57
20130117,UTX,UNITED TECHNOLOGIES CORP,1,86.4
20130118,UTX,UNITED TECHNOLOGIES CORP,1,86.95
20130122,UTX,UNITED TECHNOLOGIES CORP,1,87.47
20130123,UTX,UNITED TECHNOLOGIES CORP,1,88.07
20130124,UTX,UNITED TECHNOLOGIES CORP,1,88.92
20130125,UTX,UNITED TECHNOLOGIES CORP,1,89.79
20130128,UTX,UNITED TECHNOLOGIES CORP,1,89.8
20130129,UTX,UNITED TECHNOLOGIES CORP,1,89.76
20130130,UTX,UNITED TECHNOLOGIES CORP,1,89.1
20130131,UTX,UNITED TECHNOLOGIES CORP,1,87.57
20130201,UTX,UNITED TECHNOLOGIES CORP,1,89.84
20130204,UTX,UNITED TECHNOLOGIES CORP,1,89.54
20130205,UTX,UNITED TECHNOLOGIES CORP,1,89.26
20130206,UTX,UNITED TECHNOLOGIES CORP,1,89.37
20130207,UTX,UNITED TECHNOLOGIES CORP,1,89.95
20130208,UTX,UNITED TECHNOLOGIES CORP,1,90.09
20130211,UTX,UNITED TECHNOLOGIES CORP,1,89.61
20130212,UTX,UNITED TECHNOLOGIES CORP,1,89.98
20130213,UTX,UNITED TECHNOLOGIES CORP,1,89.5
20130214,UTX,UNITED TECHNOLOGIES CORP,1,89.69
20130215,UTX,UNITED TECHNOLOGIES CORP,1,90.78
20130219,UTX,UNITED TECHNOLOGIES CORP,1,91.02
20130220,UTX,UNITED TECHNOLOGIES CORP,1,90.16
20130221,UTX,UNITED TECHNOLOGIES CORP,1,89.41
20130222,UTX,UNITED TECHNOLOGIES CORP,1,90.49
20130225,UTX,UNITED TECHNOLOGIES CORP,1,88.37
20130226,UTX,UNITED TECHNOLOGIES CORP,1,89.2
20130227,UTX,UNITED TECHNOLOGIES CORP,1,90.57
20130228,UTX,UNITED TECHNOLOGIES CORP,1,90.55
20130301,UTX,UNITED TECHNOLOGIES CORP,1,90.13
20130304,UTX,UNITED TECHNOLOGIES CORP,1,89.13
20130305,UTX,UNITED TECHNOLOGIES CORP,1,91.02
20130306,UTX,UNITED TECHNOLOGIES CORP,1,91.07
20130307,UTX,UNITED TECHNOLOGIES CORP,1,91.71
20130308,UTX,UNITED TECHNOLOGIES CORP,1,92.07
20130311,UTX,UNITED TECHNOLOGIES CORP,1,92.91
20130312,UTX,UNITED TECHNOLOGIES CORP,1,93.14
20130313,UTX,UNITED TECHNOLOGIES CORP,1,93.08
20130314,UTX,UNITED TECHNOLOGIES CORP,1,93.45
20130315,UTX,UNITED TECHNOLOGIES CORP,1,93.28
20130318,UTX,UNITED TECHNOLOGIES CORP,1,92.77
20130319,UTX,UNITED TECHNOLOGIES CORP,1,93.11
20130320,UTX,UNITED TECHNOLOGIES CORP,1,93.45
20130321,UTX,UNITED TECHNOLOGIES CORP,1,92.43
20130322,UTX,UNITED TECHNOLOGIES CORP,1,93.59
20130325,UTX,UNITED TECHNOLOGIES CORP,1,92.8
20130326,UTX,UNITED TECHNOLOGIES CORP,1,92.65
